RA_SO,RA_dm,run_mm_cyr,dor_pc_pva,gwt_cm_cav,ele_mt_cav,slp_dg_cav,sgr_dk_rav,tmp_dc_cyr,tmp_dc_cdi,pre_mm_cyr,pre_mm_cdi,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,ppd_pk_cav,Temp_water,pH,DO_mgL,DOSAT,RA_ms_av,RA_ms_di
4,1.16865,406,0,529,434,147,35,212,62,1409,226,0,3,18,1,0,0,6.694,21.2272727273,7.1,NaN,NaN,0.7208323705897592,1.349661464350481
4,1.24557,383,0,337,369,144,11,214,62,1367,213,0,3,53,2,0,0,15.894,21.4074074074,6.900740740739999,NaN,NaN,0.7195288104876825,1.3493569058468438
4,1.37123,246,0,215,122,127,15,227,67,1198,184,0,17,62,2,0,0,14.485,21.2045454545,6.92476190476,NaN,NaN,0.7314248901057706,1.3777945623530001
2,0.502089,445,0,341,632,118,94,202,65,1458,254,0,7,45,2,0,0,334.306,19.65,6.833333333330001,NaN,NaN,0.5468585508532928,1.0627037915905562
3,0.7746460000000001,386,0,428,427,136,170,214,63,1373,239,0,6,60,0,0,0,7.874,21.386363636400002,6.62047619048,NaN,NaN,0.6217960794423567,1.2150357450943454
3,0.854079,368,0,319,246,102,57,222,63,1312,216,0,1,17,0,0,0,7.272,20.3,6.689,NaN,NaN,0.6366407263294422,1.2442282749675746
2,0.468283,391,0,338,324,117,149,218,63,1355,224,3,2,17,0,0,0,208.21099999999998,21.9,7.14,NaN,NaN,0.5709782847398948,1.1091446951983568
3,1.00033,251,0,293,131,98,18,227,68,1213,187,0,19,64,3,0,0,41.994,24.0,7.53,NaN,NaN,0.6629019547170906,1.3034670482950015
3,1.00033,251,0,293,131,98,18,227,68,1213,187,0,19,64,3,0,0,41.994,22.9775862069,7.22877192982,NaN,NaN,0.6629019547170906,1.3034670482950015
4,1.56674,219,0,399,123,124,11,229,68,1150,183,0,11,56,3,0,0,12.209000000000001,23.0570093458,6.942450980389999,NaN,NaN,0.7590873696255378,1.4553135019138037
6,4.22816,203,345,424,55,67,5,233,68,1085,176,24,11,47,2,0,0,2371.197,24.6071428571,7.18461538462,NaN,NaN,1.024755764199041,1.9164710633988724
6,4.22816,203,345,424,55,67,5,233,68,1085,176,24,11,47,2,0,0,2371.197,23.5571428571,6.87065934066,NaN,NaN,1.024755764199041,1.9164710633988724
1,0.159978,432,0,380,675,127,183,202,63,1333,234,15,6,27,0,0,0,11.413,21.555555555599998,6.52666666667,NaN,NaN,0.18317610062893083,0.4433962264150943
4,0.798856,455,0,386,681,127,147,200,60,1301,217,3,19,57,0,0,0,28.021,21.7777777778,6.613333333330001,NaN,NaN,0.5440900562851783,1.37141911173475
4,1.03429,439,0,353,491,126,50,211,64,1286,226,7,13,61,0,0,0,294.67900000000003,22.5666666667,6.7626666666699995,NaN,NaN,0.5627075511256561,1.4163361111244992
5,1.59168,358,0,414,238,99,15,225,68,1283,241,0,9,55,1,0,0,274.124,23.7030769231,6.736491228069999,NaN,NaN,0.6445484792483832,1.5501740216738515
3,1.00755,454,0,453,560,137,14,207,60,1255,207,5,13,57,0,0,0,827.5239999999999,23.8888888889,6.59555555556,NaN,NaN,0.5682474342019483,1.434332333712072
4,1.34131,390,0,445,255,96,18,221,65,1203,214,0,11,57,1,0,0,1119.8239999999998,23.1724637681,6.95884057971,NaN,NaN,0.5930150683002393,1.507393324883819
5,2.0786599999999997,284,0,239,136,66,15,235,62,1159,220,0,13,71,1,0,0,3039.6009999999997,24.0115942029,6.92449275362,NaN,NaN,0.6982128277238501,1.68664610360156
5,2.1675400000000002,205,0,241,80,82,12,234,64,1084,181,0,16,40,2,0,0,199.06099999999998,24.535999999999998,7.042000000000001,NaN,NaN,0.7100039811181253,1.7011642739334256
6,4.361619999999999,155,313,22,9,3,5,235,59,1065,148,3,32,24,7,0,0,3402.8920000000003,24.8956043956,6.90395604396,NaN,NaN,1.0134369863248065,1.9374344436942892
6,4.19036,171,346,109,21,21,2,236,62,1066,162,6,16,36,5,0,0,5.261,19.8,6.026,NaN,NaN,1.0214457315338201,1.9054903536741694
6,4.361619999999999,155,313,22,9,3,5,235,59,1065,148,3,32,24,7,0,0,3402.8920000000003,21.75,5.39,NaN,NaN,1.0134369863248065,1.9374344436942892
6,4.361619999999999,155,313,22,9,3,5,235,59,1065,148,3,32,24,7,0,0,3402.8920000000003,20.4,6.9079999999999995,NaN,NaN,1.0134369863248065,1.9374344436942892
6,4.361619999999999,155,313,22,9,3,5,235,59,1065,148,3,32,24,7,0,0,3402.8920000000003,22.6,5.632000000000001,NaN,NaN,1.0134369863248065,1.9374344436942892
6,4.38985,159,316,11,5,2,0,233,56,1042,124,0,38,26,4,0,0,384.795,22.0,6.166,NaN,NaN,1.0199954325154152,1.9458432551474347
1,0.14168599999999998,307,0,107,42,25,28,229,60,1146,148,0,1,32,0,0,0,13.52,19.7777777778,6.64111111111,NaN,NaN,0.29729324227454335,0.5445745372505654
2,0.379678,584,0,732,1114,170,102,173,64,1455,222,61,3,5,2,0,0,9.318,17.0,6.944285714289999,NaN,NaN,0.5672247367110487,1.0154384731437944
2,0.455409,584,0,664,971,177,143,180,64,1422,218,27,5,9,4,0,0,19.548,15.857142857100001,6.8971428571399995,NaN,NaN,0.5912012780849603,1.0603350043926922
2,0.35737199999999997,585,0,563,833,171,201,188,63,1410,212,41,5,11,3,0,0,10.640999999999998,16.0,6.88714285714,NaN,NaN,0.586550597068056,1.0460826510468917
4,0.818874,635,0,178,41,66,7,232,56,1146,144,0,4,35,1,0,0,2.903,19.571428571400002,6.63714285714,NaN,NaN,0.759287715809455,1.0700697657219398
3,0.773043,730,0,146,65,60,12,231,61,1291,157,14,8,27,0,0,0,539.775,19.1428571429,6.63428571429,NaN,NaN,0.6875088271492849,1.1348183120472934
1,0.18536,640,0,448,1637,116,142,139,62,1860,284,87,2,12,0,0,0,2.2640000000000002,15.8888888889,6.408888888890001,NaN,NaN,0.5269686973808752,0.903536457526436
4,0.967309,672,0,623,124,136,47,228,64,1797,210,100,0,1,0,0,0,9.644,21.7777777778,6.71,NaN,NaN,0.7380080647156322,1.2116864161492218
2,0.403383,668,0,341,212,131,358,221,64,2199,213,6,6,2,0,0,0,78.972,21.8888888889,6.631111111109999,NaN,NaN,0.5725818004095288,0.9155410244958839
5,1.50278,421,0,154,831,28,18,226,47,1452,287,0,15,59,2,0,0,2.863,21.5178571429,6.4385714285699995,NaN,NaN,0.6607200178983103,1.528262793887338
5,1.75048,442,0,74,806,30,8,230,45,1437,287,0,9,46,1,0,0,2493.57,22.086885245900003,6.890819672130001,NaN,NaN,0.6841517825283957,1.5899314049846283
5,2.26667,393,0,312,804,54,7,226,44,1421,280,0,11,69,1,0,0,1.3459999999999999,22.5217391304,6.62727272727,NaN,NaN,0.743476389527207,1.7211826756833648
5,2.25122,393,0,363,877,84,45,223,42,1441,281,0,12,55,1,0,0,1.253,21.0,6.983333333330001,NaN,NaN,0.7434833175837756,1.7207239950570619
4,1.77046,387,0,210,825,26,10,224,42,1325,211,0,2,46,1,0,0,1.042,22.6,6.956363636360001,NaN,NaN,0.7664615249838478,1.572660125494147
4,2.16197,360,0,285,822,45,6,229,40,1380,246,2,5,66,1,0,0,0.732,23.879487179499996,7.31,NaN,NaN,0.7974108013257944,1.6886098654708521
4,2.36669,353,0,222,723,51,5,231,42,1416,273,0,3,68,0,0,0,1.909,22.827027027,6.6118181818199995,NaN,NaN,0.8068883263866421,1.732777598030819
2,0.326977,412,0,250,966,42,50,216,46,1499,290,0,7,71,2,0,0,122.119,19.5,6.62285714286,NaN,NaN,0.4628571007073784,1.0511097506103815
4,1.27947,373,0,203,771,34,44,222,46,1426,277,0,3,84,2,0,0,132.407,21.875,6.945,NaN,NaN,0.6543956143694748,1.4720594985257622
5,3.28669,358,0,178,654,27,1,228,47,1409,277,0,13,26,0,0,0,2.375,24.6344827586,7.42380952381,NaN,NaN,0.8644088317520418,1.9159200475488145
3,0.5932810000000001,387,0,197,873,35,18,214,48,1452,272,0,19,48,9,0,0,3.6489999999999996,20.0625,6.91,NaN,NaN,0.5465480456248804,1.209688448808775
2,0.346047,396,0,258,1003,22,24,205,48,1507,273,0,32,34,6,0,0,42.297,20.571428571400002,6.15857142857,NaN,NaN,0.5281562763776679,1.1629084770288196
3,0.9846790000000001,369,0,182,790,57,38,213,50,1423,267,0,4,90,3,0,0,333.12300000000005,20.5,6.85625,NaN,NaN,0.610464944736547,1.3286832958615846
5,3.6749,326,1284,210,542,37,0,239,48,1288,247,0,2,89,4,0,0,2.0909999999999997,24.9,7.48181818182,NaN,NaN,0.886610772772544,1.9825195519780558
3,1.09819,515,0,474,1083,80,14,194,49,1574,274,0,5,80,0,0,0,3.3110000000000004,19.6875,6.60875,NaN,NaN,0.6053975726423019,1.3810418101008934
4,1.19993,414,0,277,924,47,5,209,53,1497,280,0,7,55,0,0,0,21.75,20.375,6.64,NaN,NaN,0.6062122713297856,1.4192959698204688
4,1.21014,412,0,186,920,48,19,210,53,1496,283,0,9,57,0,0,0,429.76800000000003,20.75,6.6425,NaN,NaN,0.5809216257358311,1.457026289006016
3,0.9550139999999999,406,0,173,905,39,9,213,50,1508,288,4,15,62,1,0,0,1.5119999999999998,20.9375,6.61714285714,NaN,NaN,0.588235294117647,1.3606649479393649
5,2.97633,384,1780,199,773,49,1,218,50,1417,273,20,20,11,2,0,0,10.981,23.3297297297,6.7727027027,NaN,NaN,0.8175897868067633,1.8218285488874146
3,0.878776,389,0,176,861,23,13,215,50,1472,271,0,27,35,2,0,0,4.912,22.735714285700002,6.48321428571,NaN,NaN,0.6936855511277269,1.2368021034468593
3,0.863124,388,0,198,858,23,18,215,49,1471,271,0,25,35,1,0,0,864.375,23.15,6.55263157895,NaN,NaN,0.6985618420966656,1.2542226694458423
4,1.2221899999999999,450,0,244,918,60,5,225,32,1454,251,0,3,48,1,0,0,18.914,22.425,7.30714285714,NaN,NaN,0.7067681634682547,1.4201955747078812
3,0.616487,455,0,218,960,38,73,224,35,1427,238,0,10,54,1,0,0,35.969,20.943478260899997,6.538888888890001,NaN,NaN,0.5635339029267405,1.1826622873511081
4,2.1947400000000004,404,35,351,820,40,6,220,36,1450,247,0,4,60,1,0,0,3.569,23.3571428571,7.26875,NaN,NaN,0.8636345366998658,1.6574304065079861
1,0.223201,403,0,222,1153,24,129,205,34,1559,264,14,8,8,1,0,0,203.44299999999998,18.0,6.45,NaN,NaN,0.5775700624803196,1.1170221581398432
3,0.542916,402,0,225,892,45,20,214,38,1297,220,0,9,37,2,0,0,1.088,20.3,5.675,NaN,NaN,0.5642428526597077,1.1628791601023245
5,2.6011,383,123,226,765,41,15,230,38,1337,238,2,8,53,1,0,0,0.9990000000000001,20.5,7.12,NaN,NaN,0.934466766821876,1.7648156615376
4,1.6788599999999998,371,0,241,737,45,47,234,39,1343,244,0,12,50,1,0,0,2.175,23.4761904762,7.38333333333,NaN,NaN,0.6993483124209707,1.6030999502222831
2,0.339654,429,0,286,916,37,54,224,37,1373,233,0,4,79,1,0,0,239.62099999999998,19.5,6.28,NaN,NaN,0.4590510797819738,1.026655320714795
5,3.013,355,92,265,696,36,13,239,40,1351,256,0,7,70,0,0,0,2.231,23.9975609756,7.436285714289999,NaN,NaN,0.9276960110041265,1.8497558459422283
5,1.6431200000000001,351,0,333,673,67,17,241,42,1351,259,0,4,44,0,0,0,1.097,25.2533333333,7.56153846154,NaN,NaN,0.6833704106652809,1.586980173099719
4,1.33958,349,0,197,628,42,6,241,44,1308,243,0,7,52,1,0,0,2.1180000000000003,23.0395348837,6.575,NaN,NaN,0.6597874366894244,1.5167834221980898
6,3.53418,316,173,254,537,36,0,242,47,1230,237,8,5,65,0,0,0,0.79,26.0941176471,7.37142857143,NaN,NaN,0.9428149374739851,1.9472713864306783
2,0.43796999999999997,348,0,154,783,17,14,223,48,1346,239,0,22,41,2,0,0,0.89,21.75,6.8675,NaN,NaN,0.548568336835988,1.1081581379737038
3,0.718773,400,0,154,792,29,11,232,40,1524,265,0,10,57,3,0,0,272.397,22.456410256399998,7.05394366197,NaN,NaN,0.5651653423088935,1.2509976057462093
4,1.23391,410,0,200,736,24,4,233,46,1407,241,0,3,8,1,0,0,1539.371,22.651315789499996,6.8581944444400005,NaN,NaN,0.6879087267561652,1.4419496026312084
2,0.390488,416,0,250,824,45,42,229,42,1410,239,0,7,65,4,0,0,11.835,22.4615384615,6.752083333330001,NaN,NaN,0.5149405461779328,1.096818349332257
4,1.4621,415,0,228,744,36,12,232,46,1369,238,0,5,23,1,0,0,4097.942,25.2333333333,5.29,NaN,NaN,0.7201815889432155,1.5151727073097145
2,0.30745500000000003,441,0,237,1011,33,61,220,37,1404,230,0,29,60,2,0,0,5.218999999999999,20.71,6.716666666669999,NaN,NaN,0.4885354436885531,1.038966780695113
4,1.15859,417,0,241,711,38,23,234,45,1361,237,0,3,49,1,0,0,5.245,22.5333333333,6.833333333330001,NaN,NaN,0.6441689940329839,1.442543408862272
5,1.8338900000000002,416,0,175,693,30,13,236,46,1357,237,0,4,71,1,0,0,4.677,23.3915492958,6.81227272727,NaN,NaN,0.7571377382579988,1.6170756059293587
1,0.18437699999999999,385,0,263,871,22,49,226,46,1463,243,0,6,57,1,0,0,148.674,22.7,6.266666666669999,NaN,NaN,0.44253157938960513,0.9998973027980319
2,0.33377399999999996,403,0,126,649,28,51,239,45,1362,237,0,10,66,0,0,0,1.817,23.528571428600003,6.80142857143,NaN,NaN,0.4408107142616421,1.0170999507963574
5,2.4152400000000003,334,0,162,543,28,12,244,43,1314,240,0,11,90,3,0,0,49.123000000000005,23.6953846154,6.84098360656,NaN,NaN,0.7759989651540258,1.752480858429375
5,2.55915,313,0,128,473,22,9,247,42,1297,247,5,24,49,1,0,0,30.678,24.485915493,7.10546875,NaN,NaN,0.7857131335724155,1.776314728290383
3,0.741935,360,0,289,707,50,41,236,39,1528,275,0,18,71,6,0,0,312.265,24.086363636399998,7.609,NaN,NaN,0.5522327493427901,1.2816034157271652
5,1.69648,332,0,346,626,69,5,240,44,1413,245,0,5,65,0,0,0,4.441,24.7875,7.399130434780001,NaN,NaN,0.7001004013108113,1.5913166115588113
4,1.38562,295,0,251,567,40,11,243,39,1453,257,0,14,83,2,0,0,1.0290000000000001,22.98,7.1979999999999995,NaN,NaN,0.6678606301874038,1.5062483569309346
5,1.9877799999999999,290,0,106,474,11,7,248,40,1436,252,1,28,14,3,0,0,0.644,25.7608695652,7.5125,NaN,NaN,0.7502666978898344,1.646401630009467
6,2.6224,309,0,145,456,17,7,249,38,1460,255,0,12,22,3,0,0,1.207,25.6909090909,7.6925,NaN,NaN,0.79688403040886,1.782381039413953
3,0.936269,355,0,55,759,20,12,233,33,1500,256,0,58,24,1,0,0,1.063,22.8,6.7,NaN,NaN,0.6462931757820356,1.2600636584909193
3,0.781614,317,0,307,757,28,37,233,35,1540,264,0,20,43,1,0,0,1.2009999999999998,24.4,6.7,NaN,NaN,0.7290901672786617,1.3640962872297022
5,1.77902,298,0,196,581,19,8,243,37,1482,264,0,9,76,1,0,0,4.242,21.68,6.66,NaN,NaN,0.7803845874076459,1.5416878825350968
3,0.9570559999999999,309,0,310,695,33,51,236,37,1533,267,0,12,49,1,0,0,1.4340000000000002,24.9,6.7,NaN,NaN,0.6912091609622099,1.275352885692064
5,1.9710599999999998,300,0,85,546,11,6,244,39,1491,263,0,19,42,0,0,0,1.598,22.46,6.94,NaN,NaN,0.8159172033466165,1.59225858845304
5,2.32543,314,0,152,468,17,6,248,39,1473,256,10,19,29,9,0,0,213.762,25.268181818200002,7.2835,NaN,NaN,0.8581289611463213,1.6518737944337283
3,0.701781,417,0,316,927,44,42,224,39,1370,233,0,12,58,1,0,0,2.545,19.4,5.83,NaN,NaN,0.5418786099998956,1.2778224585078493
4,1.0581399999999999,308,0,151,477,16,18,247,40,1420,254,18,26,27,1,0,0,1.0,22.9,6.86285714286,NaN,NaN,0.6273404300079943,1.360195976681019
2,0.317755,310,0,169,649,15,45,238,42,1406,254,10,38,54,1,0,0,162.053,21.8,6.943333333330001,NaN,NaN,0.5495229312908143,1.190507555940305
4,1.18841,410,0,175,703,23,26,226,50,1406,249,0,7,50,1,0,0,1.389,23.0625,7.28375,NaN,NaN,0.8132547579943967,1.2879142111873247
4,1.59984,361,0,220,643,35,11,231,48,1309,237,0,5,49,1,0,0,1.504,22.875,7.16375,NaN,NaN,0.8735021737729106,1.398466541086815
4,1.89048,326,0,217,556,33,22,240,43,1336,252,1,8,47,0,0,0,268.71299999999997,23.4806451613,7.164166666669999,NaN,NaN,0.8775926081627053,1.5039671827913212
3,0.9795590000000001,426,0,261,658,26,29,230,49,1415,248,0,6,68,1,0,0,1.4280000000000002,20.875,7.2725,NaN,NaN,0.646788567833063,1.298892908867035
4,1.46058,368,0,234,558,20,5,237,47,1345,244,0,4,71,1,0,0,1.3330000000000002,23.05,7.3775,NaN,NaN,0.7623835953647151,1.4001532709412228
4,1.7536200000000002,314,0,185,501,27,11,244,42,1403,262,0,5,82,0,0,0,1.419,24.590909090900002,7.67272727273,NaN,NaN,0.8302061181306094,1.4756924674058987
3,0.81572,309,0,255,477,29,29,246,40,1459,268,0,7,94,0,0,0,2.242,24.4125,7.48125,NaN,NaN,0.6256962790845719,1.2356367571696851
4,1.17201,363,0,195,502,27,15,244,38,1520,262,6,7,66,0,0,0,1.734,24.55,7.05,NaN,NaN,0.7029698094002923,1.3548831940636648
3,1.05805,400,0,182,773,22,33,232,32,1523,250,2,14,58,1,0,0,1.285,23.0,6.2,NaN,NaN,0.715614053369458,1.3180043766482568
4,1.38418,446,0,195,586,22,37,240,36,1552,257,6,0,75,0,0,0,78.681,27.8,6.07,NaN,NaN,0.7671801920303257,1.4081859109184143
3,0.972432,528,0,205,693,45,49,232,40,1671,291,0,5,60,0,0,0,4.962,22.8,7.4,NaN,NaN,0.6795287689943657,1.2354321198439346
1,0.177204,443,0,200,493,26,61,243,39,1524,257,0,1,67,0,0,0,1.013,25.55,6.65,NaN,NaN,0.4724655360415129,0.8835372453657672
4,1.5176100000000001,343,0,214,396,22,13,243,43,1424,252,0,2,85,0,0,0,0.8109999999999999,25.4545454545,7.621818181819999,NaN,NaN,0.7320526550224135,1.4417961086839088
4,1.1879899999999999,520,0,254,776,20,23,228,39,1613,258,0,30,21,0,0,0,0.478,23.8,5.5,NaN,NaN,0.7857608478175282,1.3115161450635413
5,1.58877,522,0,167,708,19,29,232,38,1581,259,1,1,70,0,0,0,2.0069999999999997,25.1,6.766666666669999,NaN,NaN,0.8473763372800563,1.405779464207061
5,2.1494299999999997,377,0,183,385,21,10,244,42,1462,256,0,1,90,0,0,0,0.5479999999999999,24.5,6.675,NaN,NaN,0.8942166823728787,1.5410407279235332
1,0.201567,397,0,193,426,22,57,243,42,1489,257,0,1,71,0,0,0,0.8,25.45,6.8,NaN,NaN,0.5505895620159539,1.0657998750670272
3,1.31627,528,0,189,616,23,42,236,40,1560,254,0,1,67,0,0,0,0.32,23.7,6.35,NaN,NaN,0.7866590671301315,1.31752950841167
2,0.404125,492,0,161,546,18,32,239,40,1539,254,0,0,80,0,0,0,99.441,24.35,6.4,NaN,NaN,0.5759362846760918,0.9996928799919942
3,0.557658,434,0,169,451,24,21,242,42,1512,257,0,1,75,0,0,0,0.892,23.8,6.775,NaN,NaN,0.6076124752888312,1.099252301750881
4,0.938959,568,0,320,1152,71,39,177,59,1596,279,0,8,56,0,0,0,70.104,18.0,6.86666666667,NaN,NaN,0.6307220428018948,1.3086989545947387
4,1.5256299999999998,557,0,276,979,58,9,193,59,1526,289,0,11,51,1,0,0,249.40599999999998,20.9321428571,6.91615384615,NaN,NaN,0.6721944203384665,1.4976223349989688
3,0.769057,672,0,369,1286,135,26,167,64,1665,285,0,5,48,0,0,0,143.92,17.0,6.6,NaN,NaN,0.5981912144702843,1.2036729420450352
3,0.954003,637,0,354,1122,117,7,178,63,1580,279,0,11,75,0,0,0,133.082,20.3407407407,6.762307692309999,NaN,NaN,0.6337214651550312,1.301383166869422
1,0.178397,617,0,380,1171,104,47,174,61,1609,282,0,7,75,0,0,0,56.403,16.6,6.5,NaN,NaN,0.25520398154539187,0.5385621389908092
3,0.7816930000000001,581,0,224,983,55,14,189,61,1528,278,0,9,42,0,0,0,18.292,19.6666666667,6.95,NaN,NaN,0.5879486886681131,1.2725819344524378
5,1.58133,577,0,280,974,56,14,190,60,1525,281,0,9,45,0,0,0,3.437,19.25,7.6,NaN,NaN,0.7009468654581659,1.494213989490179
4,1.19641,569,0,262,957,68,35,195,62,1461,280,0,6,38,0,0,0,184.562,19.5833333333,6.466666666669999,NaN,NaN,0.6323588783067383,1.38930989523009
1,0.154186,571,0,222,952,79,47,197,59,1517,299,0,10,31,0,0,0,25.116999999999997,21.6071428571,6.99,NaN,NaN,0.14674201504886195,0.35280527022385955
3,0.84426,480,0,106,1060,60,31,192,58,1484,261,0,5,28,1,0,0,41.409,19.5,NaN,NaN,NaN,0.5247623594774078,1.28243413342593
3,1.13343,493,0,122,979,49,14,197,59,1461,270,0,5,24,2,0,0,1089.5339999999999,19.772000000000002,6.7552173912999995,NaN,NaN,0.5764393386507022,1.4087199416151417
4,1.02433,507,0,289,949,58,11,199,60,1464,280,0,10,36,0,0,0,16.109,17.0,NaN,NaN,NaN,0.5691739566286531,1.3747397462150748
5,1.6571099999999999,511,0,314,943,61,6,200,61,1466,285,3,7,21,1,0,0,753.105,22.0,6.5,NaN,NaN,0.6396223604901047,1.5636445981804978
5,2.32015,572,0,215,868,45,9,201,56,1641,332,0,12,43,0,0,0,4.329,22.011904761900002,7.056666666669999,NaN,NaN,0.6822459893048128,1.7137112299465243
4,0.806505,564,0,157,904,56,33,198,54,1734,355,0,13,71,0,0,0,354.01599999999996,21.6666666667,6.466666666669999,NaN,NaN,0.5059501590193063,1.2961193316709718
6,3.21473,559,92,226,843,43,13,203,58,1532,304,0,13,51,0,0,0,40.335,22.8,7.488333333330001,NaN,NaN,0.7922679355064236,1.8673033977286844
4,0.959735,527,0,299,876,55,19,202,63,1369,256,0,19,51,1,0,0,7.27,19.8333333333,6.8,NaN,NaN,0.5636222733525973,1.315038538018371
5,1.19474,524,0,248,864,68,8,203,63,1387,258,0,12,41,0,0,0,23.33,20.3333333333,7.13333333333,NaN,NaN,0.5987618057752271,1.3969834223799609
2,0.35789099999999996,533,0,200,991,71,39,197,56,1594,311,0,6,62,0,0,0,6.057,22.9166666667,6.533333333330001,NaN,NaN,0.40841602406263355,1.0684674323852772
3,0.419759,523,0,288,1333,119,50,163,66,1771,305,46,5,50,0,0,0,99.24,16.3333333333,7.333333333330001,NaN,NaN,0.5474377017965063,1.0304557496481497
4,1.01996,512,0,537,991,141,6,186,68,1658,268,7,11,40,1,0,0,1188.356,18.6875,6.68125,NaN,NaN,0.6915435180151238,1.292640735432215
3,0.636897,544,0,501,1280,157,124,168,66,1725,299,7,21,55,1,0,0,12.915,18.1666666667,7.4,NaN,NaN,0.6291353668090934,1.2329894463793116
3,0.871766,511,0,414,952,120,14,190,68,1577,256,0,10,30,1,0,0,70.043,19.5,8.03333333333,NaN,NaN,0.6384049528090507,1.274741639032327
3,0.52228,500,0,322,915,92,17,191,66,1567,251,0,17,52,0,0,0,162.286,19.9,7.2,NaN,NaN,0.6151254357138503,1.1681841607971137
4,1.50386,474,0,459,899,83,18,195,64,1431,234,0,35,53,0,0,0,1416.701,21.6666666667,8.05,NaN,NaN,0.7464131605084591,1.470491515945682
3,0.5781029999999999,534,0,294,998,124,6,182,65,1564,250,0,12,88,0,0,0,10.844000000000001,28.0,7.5,NaN,NaN,0.5947528193370488,1.0903106070513338
3,0.5781029999999999,534,0,294,998,124,6,182,65,1564,250,0,12,88,0,0,0,10.844000000000001,18.6,7.8,NaN,NaN,0.5947528193370488,1.0903106070513338
1,0.173624,501,0,464,975,110,124,187,64,1510,246,0,15,55,0,0,0,267.10400000000004,20.3333333333,6.95,NaN,NaN,0.45690616876704726,0.8775160530993291
4,0.9127649999999999,505,0,217,876,61,10,193,63,1446,236,0,13,47,1,0,0,38.04,21.6666666667,7.3,NaN,NaN,0.690623975398252,1.2629311806803918
3,0.687446,518,0,233,887,65,13,196,60,1470,241,0,17,43,1,0,0,31.31,20.2,6.6,NaN,NaN,0.6163180435001251,1.1646890693012801
3,0.75683,486,0,136,851,42,6,199,62,1418,236,0,13,52,2,0,0,14.933,21.0,6.4,NaN,NaN,0.6204209112933828,1.1896873814180216
5,2.2389799999999997,467,0,237,865,68,8,200,64,1366,231,0,26,57,1,0,0,186.89700000000002,22.029870129899997,6.84225806452,NaN,NaN,0.824516778242093,1.62888708753197
3,0.780195,633,0,319,951,89,23,188,70,1509,261,0,7,56,0,0,0,923.373,18.3473684211,6.63882352941,NaN,NaN,0.6202096308552291,1.214110369304825
4,1.52188,554,0,120,876,32,3,196,65,1441,262,0,8,46,0,0,0,448.11400000000003,20.0,6.63333333333,NaN,NaN,0.7125316303879798,1.4719951868724306
3,1.02859,614,0,234,937,71,24,189,65,1467,262,0,5,40,0,0,0,390.417,18.6666666667,6.6,NaN,NaN,0.6337156215490082,1.3263759746437263
1,0.25304,531,0,438,1389,142,351,164,64,1739,295,2,13,57,1,0,0,64.07,21.6681818182,6.8625,NaN,NaN,0.7149499145289627,1.4505019683395233
3,1.00829,517,0,318,936,84,11,195,63,1468,278,0,19,41,0,0,0,16.384,20.5,6.666666666669999,NaN,NaN,0.638758624076211,1.3471973286847208
5,2.03655,512,0,169,887,60,11,200,68,1420,261,0,24,49,1,0,0,428.546,21.7604166667,6.88432432432,NaN,NaN,0.7637235149767495,1.5989076569049643
4,1.10632,506,0,193,884,50,9,201,69,1404,255,0,23,43,1,0,0,531.739,21.6666666667,6.833333333330001,NaN,NaN,0.6197710916707444,1.3869362326797072
4,0.733255,483,0,322,902,66,4,199,65,1427,258,0,28,43,1,0,0,10.02,19.8333333333,8.566666666669999,NaN,NaN,0.5622904148165531,1.210113199157645
5,2.26574,474,0,249,844,69,13,203,67,1409,242,4,28,47,0,0,0,17.792,20.9054794521,7.03542857143,NaN,NaN,0.7811276164753546,1.6687305874409182
3,0.708749,511,0,345,1128,112,477,187,63,1615,264,4,20,49,0,0,0,13.853,19.375,NaN,NaN,NaN,0.5938801917769285,1.2213117294009161
3,1.05679,512,0,251,857,69,16,200,59,1486,248,0,18,57,0,0,0,29.333000000000002,19.2,6.1,NaN,NaN,0.637308873742069,1.3446634592728097
4,1.25583,504,0,191,751,58,23,208,56,1428,258,50,12,55,1,0,0,17.6,20.1,7.6,NaN,NaN,0.6679679863509534,1.3918591494226997
3,0.9040729999999999,515,0,220,807,61,214,205,54,1453,257,0,17,60,0,0,0,4.378,19.1,7.3,NaN,NaN,0.5997133558269385,1.2621301245110628
4,1.27236,523,0,192,533,19,12,230,48,1465,276,0,76,15,1,0,0,1.04,22.714285714299997,6.92,NaN,NaN,0.6426682072805333,1.4291176020798286
3,0.670045,535,0,313,943,71,14,195,52,1509,257,0,28,36,0,0,0,9.08,18.3,7.325,NaN,NaN,0.5574277932896966,1.1660639904792423
3,1.0238200000000002,560,0,200,755,37,22,209,49,1497,260,0,20,29,1,0,0,2.029,19.571428571400002,7.2,NaN,NaN,0.6463356932566942,1.3461639562596381
5,1.8125200000000001,561,0,317,698,37,6,215,44,1515,270,56,29,16,1,0,0,10.517999999999999,19.125,7.25,NaN,NaN,0.7410370949587719,1.566436657119024
5,1.94993,551,0,27,655,33,8,218,45,1506,272,44,45,13,9,0,0,2.043,21.909090909099998,6.9,NaN,NaN,0.7496685161820597,1.5836341703599743
