RA_SO,RA_dm,run_mm_cyr,dor_pc_pva,gwt_cm_cav,ele_mt_cav,slp_dg_cav,sgr_dk_rav,tmp_dc_cyr,tmp_dc_cdi,pre_mm_cyr,pre_mm_cdi,for_pc_cse,crp_pc_cse,pst_pc_cse,ire_pc_cse,gla_pc_cse,prm_pc_cse,ppd_pk_cav,Temp_water,pH,DO_mgL,DOSAT,RA_ms_av,RA_ms_di
5,2.29136,462,0,180,497,17,4,234,50,1383,248,17,83,8,14,0,0,1.14,23.3571428571,7.274,NaN,NaN,0.7887367222800316,1.674162482278914
4,0.88282,496,0,228,756,32,26,223,48,1559,263,0,10,29,1,0,0,1086.796,23.0,6.9,NaN,NaN,0.603913491246138,1.28698935805012
3,0.734965,541,0,169,1123,70,16,186,62,1626,268,2,11,73,2,0,0,8.97,16.25,6.766666666669999,NaN,NaN,0.6205863257254157,1.1817409978524698
4,1.41048,550,0,309,978,94,64,195,61,1577,259,0,30,28,1,0,0,15.954,21.0,7.466666666669999,NaN,NaN,0.7025078796840344,1.4167623253823105
2,0.40681300000000004,530,0,273,872,50,12,197,58,1482,248,0,39,32,1,0,0,216.158,17.75,7.5,NaN,NaN,0.4928616683445212,1.0249812456029197
5,1.97226,554,243,76,714,52,9,205,62,1428,241,0,26,45,9,0,0,3422.843,21.125,7.43333333333,NaN,NaN,0.7800090873602498,1.54137415392623
4,0.888609,538,0,312,680,63,23,208,60,1425,246,1,36,44,3,0,0,7.601,20.5,7.43333333333,NaN,NaN,0.6298795526398552,1.2870156311209935
5,2.4617299999999998,507,119,247,577,43,6,217,57,1430,236,16,2,1,3,0,0,2.765,22.188059701500002,6.70390625,NaN,NaN,0.8493217081891118,1.665102328260163
5,2.77735,460,85,97,510,14,9,225,52,1432,255,11,96,2,63,0,0,1.474,23.1428571429,7.1,NaN,NaN,0.872686187035989,1.7339656090821323
3,0.8368389999999999,556,0,256,916,78,12,191,60,1511,248,0,21,66,1,0,0,223.27,18.6428571429,6.375,NaN,NaN,0.6683649580585515,1.2137228293217153
3,1.0789600000000001,553,0,209,853,49,20,195,61,1530,252,0,19,51,0,0,0,618.221,19.125,7.3,NaN,NaN,0.7195374986009591,1.2897865709292213
4,1.22985,549,0,507,827,97,140,195,62,1522,254,17,34,37,7,0,0,12.267999999999999,19.5,7.63333333333,NaN,NaN,0.7469760617058713,1.337512417137923
4,1.15967,557,0,366,780,111,36,192,61,1469,245,4,21,32,3,0,0,282.276,18.0,7.6,NaN,NaN,0.7556119077807739,1.2976409450506277
5,1.76417,531,0,122,624,26,12,202,63,1353,228,17,13,5,3,0,0,2373.4,20.625,7.4,NaN,NaN,0.8500248548894885,1.4717185981347702
5,1.93218,508,0,158,602,20,28,204,63,1303,221,19,35,3,4,0,0,183.887,20.428571428599998,6.66,NaN,NaN,0.8659154703326063,1.4932299328700178
3,0.9828469999999999,557,0,174,766,35,15,201,64,1485,233,5,28,37,4,0,0,1916.567,20.75,7.36666666667,NaN,NaN,0.6832780023094688,1.255292532717475
5,2.54618,503,0,173,559,21,11,212,62,1305,224,0,58,8,7,0,0,1492.839,21.5174603175,6.78967213115,NaN,NaN,0.9263449449045575,1.6218179042467926
5,2.84709,454,0,1,508,1,6,219,58,1350,218,0,8,2,4,0,0,305.497,23.2,7.2125,NaN,NaN,0.9435851601744498,1.6857005718447164
1,0.15374000000000002,434,0,92,488,8,59,232,49,1330,234,43,58,13,12,0,0,1.121,24.0,7.3,NaN,NaN,0.17159172135941256,0.36552082656442925
3,1.24506,317,0,170,382,22,9,229,61,1174,201,0,18,75,2,0,0,3.792,21.65,7.114285714289999,NaN,NaN,0.7722323638705256,1.3158345591927643
3,0.564649,1222,0,256,890,70,56,166,66,2372,207,90,1,7,2,0,0,1.821,18.6,7.225,NaN,NaN,0.7917553889682932,1.1053218796488053
4,1.02326,1258,715,103,765,35,24,175,66,1933,203,67,18,8,1,0,0,555.2769999999999,20.0,6.9,NaN,NaN,0.8190876930851881,1.0767177165959878
1,0.204875,956,0,337,907,94,118,168,66,1657,199,0,8,35,1,0,0,34.361,19.8571428571,7.085714285710001,NaN,NaN,0.5304438104710306,0.7930483942733008
2,0.287092,1378,0,89,776,37,34,174,68,1953,207,48,16,5,4,0,0,73.777,18.5,6.9875,NaN,NaN,0.6427348739219171,0.897030745934558
3,0.713878,1491,877,150,768,32,5,174,67,1824,204,25,11,1,0,0,0,220.63099999999997,19.1428571429,6.78571428571,NaN,NaN,0.798451901080737,1.0230949526110613
4,1.91185,1092,287,19,742,16,5,183,66,1405,202,0,0,0,0,0,0,10674.395,21.39,6.41,NaN,NaN,1.0698827191475841,1.203072693867966
3,0.922911,748,97,133,777,64,38,184,65,1369,203,93,0,0,0,0,0,2173.643,20.0375,6.82,NaN,NaN,0.76480300430574,1.1361326038395545
3,0.713693,615,0,213,738,45,11,186,64,1335,196,4,2,9,1,0,0,4751.722,21.4363636364,6.011111111109999,NaN,NaN,0.7168326131401022,1.053107125446345
4,0.9280889999999999,559,0,319,724,71,68,188,64,1300,190,11,26,9,1,0,0,642.819,21.2,6.86666666667,NaN,NaN,0.7762979444135423,1.1307912976631687
4,0.9910459999999999,531,0,177,600,28,19,195,64,1280,190,0,9,9,1,0,0,1388.651,21.3571428571,7.06,NaN,NaN,0.7978063076512092,1.1514265809722857
5,2.77217,422,291,109,507,39,11,204,65,1159,182,0,32,44,0,0,0,766.0010000000001,22.6428571429,6.88,NaN,NaN,1.1381214736730398,1.4391437768619892
3,0.919759,526,0,0,540,6,0,201,64,1242,196,0,16,24,2,0,0,546.7280000000001,21.75,7.17142857143,NaN,NaN,0.7551887765628224,1.0961006808335052
3,0.719355,491,0,8,583,32,43,194,66,1266,185,0,4,15,1,0,0,1118.1,20.0,7.07777777778,NaN,NaN,0.7674891334031988,0.9691484166584826
3,0.6936439999999999,468,0,216,610,30,36,190,68,1113,155,7,11,13,1,0,0,1024.163,20.3571428571,7.05,NaN,NaN,0.7875874343738226,0.8969582880675813
4,0.9796100000000001,393,0,148,561,31,5,195,67,1140,160,0,13,17,2,0,0,10.071,19.5,6.95,NaN,NaN,0.9359272623682462,0.913315449624917
5,1.6605900000000002,411,171,200,510,37,9,205,67,1173,186,1,12,35,0,0,0,433.91,21.714285714299997,7.275,NaN,NaN,1.0257234976498466,1.1681311424464902
4,1.38186,593,1316,184,825,53,24,183,63,1406,215,0,12,31,4,0,0,22.27,21.025714285699998,6.8098507462699995,NaN,NaN,0.8239473587830992,1.3368573974826952
4,1.46902,553,1030,322,663,67,20,194,62,1341,219,4,30,32,1,0,0,379.93800000000005,21.290625,6.78241935484,NaN,NaN,0.8535510837691049,1.3640026690796625
3,0.9224549999999999,557,0,319,749,73,24,190,63,1430,244,0,25,43,1,0,0,1671.184,19.0857142857,7.02,NaN,NaN,0.722957796429838,1.1971864286558696
3,0.894732,646,0,96,819,50,59,180,66,1418,218,0,4,29,2,0,0,1298.611,20.2857142857,7.0,NaN,NaN,0.6950306103724957,1.161692828665321
4,1.16034,655,409,288,794,50,7,182,65,1374,208,0,6,13,5,0,0,739.549,20.4731343284,6.74075757576,NaN,NaN,0.7720986003817767,1.2736112355369336
4,1.4315200000000001,589,241,226,763,52,7,185,63,1345,199,0,13,18,2,0,0,1306.611,19.0285714286,7.18,NaN,NaN,0.8299623896657904,1.3318341648691945
5,2.42274,473,349,168,529,32,51,208,69,1257,214,12,21,3,0,0,0,3690.527,21.9166666667,6.93,NaN,NaN,0.9827532236121311,1.5225381957403774
4,1.1331200000000001,336,0,113,426,24,8,217,67,1190,190,0,28,69,2,0,0,46.879,18.96,6.2,NaN,NaN,0.8696102506117481,1.132910108625757
7,4.2070099999999995,292,750,217,363,21,47,226,65,1187,201,9,0,4,0,0,0,8.964,23.027027027,6.63555555556,NaN,NaN,1.244634370183448,1.6700776210459445
7,4.34388,247,691,102,329,6,0,230,64,1182,186,0,13,84,1,0,0,0.452,23.964285714299997,7.38461538462,NaN,NaN,1.2497017795846823,1.6915467698874471
4,1.7547400000000002,462,0,331,538,37,21,239,43,1533,238,0,13,73,0,0,0,0.539,23.7,6.75,NaN,NaN,0.8574156404794011,1.452057838689809
5,2.13692,474,0,217,421,24,23,244,44,1484,235,12,3,58,0,0,0,0.359,25.2,6.65,NaN,NaN,0.9364783102359509,1.547454621809528
6,2.9300200000000003,427,0,193,360,17,10,245,50,1428,229,0,0,64,0,0,0,0.489,25.7,7.5,NaN,NaN,1.0338930999848257,1.6446734252949977
1,0.164168,390,0,210,384,19,81,243,52,1410,224,23,0,58,0,0,0,0.33299999999999996,24.7,7.5,NaN,NaN,0.4077593032462391,0.6466086038532594
6,3.1824,234,0,85,294,8,19,244,61,1236,185,8,2,81,0,0,0,84.818,23.5,6.9,NaN,NaN,1.0606444958186032,1.6664327843094926
8,9.07189,208,846,39,276,8,4,242,63,1192,178,3,6,61,0,0,0,6.0520000000000005,25.0777777778,7.1825600000000005,NaN,NaN,1.2813391385329953,2.4158298442537762
4,1.5155,241,0,268,356,26,33,223,70,1153,182,0,31,66,1,0,0,1.133,20.4,6.3,NaN,NaN,1.052630586780427,1.1776515587091472
4,1.36646,324,0,244,504,21,14,240,44,1504,226,0,0,76,0,0,0,0.41700000000000004,24.2,7.1,NaN,NaN,0.7888706737017087,1.3243053355191556
5,2.10268,262,0,234,341,15,11,244,50,1378,202,0,3,62,0,0,0,49.478,23.3727272727,7.63238095238,NaN,NaN,1.041140994033231,1.3942484520931875
3,1.04741,248,0,277,417,28,7,216,74,1214,163,4,16,72,4,0,0,13.720999999999998,19.6,6.75,NaN,NaN,0.9782807407110149,1.0416415854033736
3,1.1125,247,0,282,408,32,13,217,73,1221,164,4,18,81,4,0,0,2.91,20.625,7.4,NaN,NaN,0.9860075470457179,1.048611853301216
5,1.8540599999999998,272,0,86,374,14,15,242,46,1420,197,0,3,60,0,0,0,5.7410000000000005,23.8083333333,6.79125,NaN,NaN,0.9459005046439022,1.3351709309403659
5,2.0750900000000003,272,25,208,339,17,10,240,51,1361,180,16,1,49,0,0,0,0.318,25.866666666700002,7.676666666669999,NaN,NaN,1.0272806918626338,1.328747516979954
4,1.18105,287,0,210,436,14,9,236,50,1427,177,20,3,67,0,0,0,30.919,24.7,6.9,NaN,NaN,0.8510877860207925,1.2436352945591933
4,1.44888,266,0,124,375,17,11,237,52,1430,165,0,1,46,0,0,0,0.452,24.8,6.9,NaN,NaN,0.9029469621138049,1.2594436793248163
2,0.5515979999999999,249,0,207,418,15,16,234,55,1441,160,1,2,57,0,0,0,0.639,23.4,6.7,NaN,NaN,0.8052834450418598,0.9525913923056148
1,0.116079,290,0,157,403,17,0,236,52,1425,170,0,1,57,0,0,0,0.27399999999999997,25.2,6.8,NaN,NaN,0.07739999210204161,0.08450815464202503
4,1.59145,305,0,0,305,13,0,239,57,1398,162,0,2,65,0,0,0,0.48200000000000004,24.866666666700002,7.1,NaN,NaN,0.9727116330348919,1.1556574173654648
4,1.19898,308,0,139,338,17,7,238,55,1395,165,12,1,56,0,0,0,0.722,23.8,6.865,NaN,NaN,0.9153725756078561,1.0771910590509437
5,2.17745,323,0,249,305,17,21,236,58,1299,154,0,1,72,3,0,0,0.425,24.38,7.18875,NaN,NaN,1.0914928020848051,1.292194539945682
6,2.88429,290,10,259,296,16,20,235,61,1260,150,21,1,85,0,0,0,0.284,24.42,7.17,NaN,NaN,1.171617032136477,1.394825183062094
4,1.08903,289,0,380,648,38,11,196,69,1217,152,4,15,48,7,0,0,11.706,20.7081081081,6.7297260274,NaN,NaN,1.0012499359259974,0.9180917381995404
5,1.6370200000000001,280,0,158,600,22,10,201,70,1205,159,0,12,51,8,0,0,27.066999999999997,20.9692307692,6.76173076923,NaN,NaN,1.0803010034013316,1.048310467976318
4,1.1718,281,0,251,603,18,19,199,70,1201,153,0,18,48,6,0,0,125.505,21.0,6.807692307690001,NaN,NaN,1.0132912430945702,0.9145250392642543
4,0.956724,273,0,147,630,31,15,197,74,1188,142,0,6,40,3,0,0,753.5939999999999,21.6666666667,6.95,NaN,NaN,0.8402729275237737,0.9419939468830031
3,0.6384890000000001,254,0,304,665,47,15,193,75,1234,127,18,11,17,3,0,0,200.903,20.1428571429,6.95714285714,NaN,NaN,0.7859676469144287,0.8425794098875741
4,0.9097430000000001,253,0,300,637,36,4,198,71,1191,128,19,36,40,6,0,0,1.82,20.215625,6.75640625,NaN,NaN,0.8762563750782904,0.9051865549226041
5,2.25995,275,1394,281,554,53,33,206,68,1264,159,0,19,47,3,0,0,524.845,20.4,6.4,NaN,NaN,1.1984983540517384,1.134915147233454
4,0.9103180000000001,278,0,112,562,54,122,201,79,1235,130,0,25,35,5,0,0,3.9939999999999998,20.3333333333,7.64705882353,NaN,NaN,0.9055826092491802,0.7514561252745156
4,1.04062,286,0,395,572,64,20,201,79,1222,129,0,17,35,0,0,0,5.817,20.7926829268,7.1962962963,NaN,NaN,0.9717470392445235,0.7982557989524472
5,1.32369,266,0,338,536,41,8,206,75,1193,133,0,14,44,2,0,0,45.706,21.25,6.6,NaN,NaN,1.0360959128478493,0.8584183638937994
5,1.32369,266,0,338,536,41,8,206,75,1193,133,0,14,44,2,0,0,45.706,20.5971830986,6.5823943662,NaN,NaN,1.0360959128478493,0.8584183638937994
1,0.135819,262,0,348,563,55,42,204,71,1206,132,0,12,48,2,0,0,14.982000000000001,21.0833333333,6.725,NaN,NaN,0.47696090121590723,0.461519720960716
6,2.57692,266,2083,493,531,77,114,208,73,1330,152,25,29,31,7,0,0,11.238,22.7958333333,6.67183098592,NaN,NaN,1.2521353063338312,1.148537165520723
6,2.61769,265,2080,153,440,62,38,212,72,1320,153,0,30,24,8,0,0,6.1610000000000005,21.85,7.0875,NaN,NaN,1.2584457430530533,1.1532480011697923
4,1.3810799999999999,267,0,228,525,40,18,209,71,1375,168,2,42,47,1,0,0,521.0980000000001,21.5833333333,6.675,NaN,NaN,0.9554348682396502,1.1282103044865484
6,2.90395,256,1495,226,416,27,14,216,72,1399,184,32,43,18,1,0,0,28.711,22.917391304299997,6.63753623188,NaN,NaN,1.280962542392257,1.221853446633388
6,2.90395,256,1495,226,416,27,14,216,72,1399,184,32,43,18,1,0,0,28.711,21.7272727273,6.84444444444,NaN,NaN,1.280962542392257,1.221853446633388
4,1.03027,291,0,379,563,86,50,201,77,1272,122,0,17,48,0,0,0,188.929,20.2408602151,7.032967032969999,NaN,NaN,1.0118188009254117,0.7709026627318961
1,0.145529,253,0,203,454,42,61,214,73,1366,163,13,73,9,1,0,0,4.873,21.6558823529,7.39653465347,NaN,NaN,0.5606923240172819,0.5554522088395503
4,1.52234,252,0,155,405,31,11,216,73,1259,131,21,40,9,3,0,0,5.362,22.6771428571,7.68737864078,NaN,NaN,1.0795873172910548,0.9226710414540324
4,1.20095,283,0,199,507,66,8,208,73,1314,106,0,29,44,1,0,0,6.564,21.8060606061,7.33797979798,NaN,NaN,1.0378805803826985,0.8241678560797454
1,0.174348,258,0,272,495,42,82,211,72,1239,123,15,42,28,1,0,0,104.712,25.0,7.7,NaN,NaN,0.7591930593441137,0.7372329295283749
4,1.24324,254,0,260,418,34,14,215,72,1221,124,17,43,10,2,0,0,8.762,22.908433734899997,7.4037037037,NaN,NaN,1.0483446789233497,0.8657713835741799
2,0.25252399999999997,695,0,214,877,47,59,173,81,1481,139,0,47,23,0,0,0,171.05,20.3333333333,7.333333333330001,NaN,NaN,0.9117153425055002,0.37666487872854987
4,0.677164,697,0,218,843,45,13,177,79,1510,154,0,33,34,0,0,0,1.95,17.2,6.73444444444,NaN,NaN,1.0791774830943244,0.45632381980756004
1,0.165049,732,0,160,838,39,47,180,79,1462,116,0,55,17,1,0,0,1.993,17.9888888889,6.88222222222,NaN,NaN,0.7874253563908737,0.347330088709399
3,0.586098,758,0,178,839,44,16,175,84,1470,101,86,1,0,0,0,0,7.647,20.5,7.7,NaN,NaN,0.9908635110935692,0.4798337127995299
3,0.5578069999999999,774,0,233,835,39,25,178,81,1507,87,50,28,15,0,0,0,67.189,14.0,7.2,NaN,NaN,0.9954804504649921,0.48190938551509205
5,1.9692,735,0,136,808,41,6,183,78,1461,84,0,16,25,1,0,0,4.018,18.809782608699997,6.863333333330001,NaN,NaN,1.4392529863058727,0.6077124549341213
1,0.11724100000000001,703,0,329,975,45,0,174,75,1518,100,0,18,12,0,0,0,1.406,19.0666666667,7.52666666667,NaN,NaN,0.16960085815135065,0.07537815917837805
4,0.902753,645,0,301,801,67,15,183,79,1443,91,0,35,40,0,0,0,4.111000000000001,18.3125,7.30967741935,NaN,NaN,1.1313590413974395,0.5169871269706705
5,2.27136,576,0,166,748,37,26,186,78,1351,100,0,58,42,1,0,0,171.767,20.1084507042,7.1457664233600005,NaN,NaN,1.571068896163953,0.594205558083885
4,1.05879,654,0,90,1002,47,7,171,77,1526,106,68,9,9,0,0,0,8.779,24.0,7.1,NaN,NaN,1.1008680096761734,0.6248856544630333
4,1.15245,651,0,280,1006,43,12,170,77,1523,106,0,18,13,0,0,0,5.678,18.6351351351,6.901408450700001,NaN,NaN,1.1274155462387356,0.6383628098244263
6,2.4802299999999997,525,0,298,747,67,21,184,80,1378,85,100,2,2,0,0,0,7.28,20.8529411765,7.278125,NaN,NaN,1.637579603551888,0.6030697820432324
6,2.6520200000000003,464,0,401,622,108,13,191,77,1399,113,19,8,56,0,0,0,5.841,19.9090909091,7.15454545455,NaN,NaN,1.6287751491827591,0.6277107899418054
1,0.151604,438,0,417,661,87,275,192,71,1416,139,4,19,56,0,0,0,31.796,21.7168674699,7.261111111110001,NaN,NaN,0.5366304841017766,0.4341035216920876
1,0.223216,359,0,284,560,54,80,203,73,1352,135,2,52,18,1,0,0,7.162999999999999,20.75,7.766666666669999,NaN,NaN,1.0089421292390754,0.8731229964568921
2,0.454453,410,0,85,529,32,24,212,74,1472,155,0,43,37,1,0,0,237.929,22.0,7.725,NaN,NaN,0.7888960852043754,0.6710564191134141
6,2.94233,332,0,161,379,34,9,215,77,1301,146,59,31,50,0,0,0,69.809,21.375,7.59333333333,NaN,NaN,1.6199749459059332,0.6903959306077517
3,0.430125,331,0,275,428,47,32,215,75,1320,152,21,33,26,1,0,0,402.35,22.75,7.85,NaN,NaN,0.8434323536364353,0.7567567567567569
3,0.8589200000000001,275,0,151,386,31,6,216,74,1256,135,0,45,37,1,0,0,5.8629999999999995,22.163636363600002,7.604,NaN,NaN,0.9144903719052552,0.8151727340931012
7,4.21464,256,799,322,313,21,8,225,75,1232,140,0,23,60,0,0,0,7.23,22.6666666667,7.2868627451,NaN,NaN,1.5715281034169055,1.0976596880866125
1,0.164437,525,0,267,745,48,134,192,70,1496,136,0,45,20,0,0,0,128.017,18.5,7.75,NaN,NaN,0.5648986576931896,0.44448941999894964
2,0.44957700000000006,425,0,130,420,37,5,199,74,1337,132,0,37,29,2,0,0,12.997,21.0,7.825,NaN,NaN,0.8514694076098347,0.5904523109900062
4,1.49885,289,0,106,333,20,7,218,72,1283,123,35,29,46,6,0,0,4.178,22.703296703299998,7.401162790700001,NaN,NaN,1.1920403182841528,0.836505576847062
8,9.57569,223,834,121,266,11,0,227,68,1266,141,19,3,58,0,0,0,41.287,23.1525423729,7.457407407410001,NaN,NaN,1.4455315498117292,2.283383663686565
4,1.25053,230,0,80,335,16,8,236,65,1403,142,56,25,61,0,0,0,0.491,26.3,7.4,NaN,NaN,1.012803462034083,1.09470289490549
5,1.60653,225,0,75,292,4,6,238,63,1458,162,8,28,41,1,0,0,1.433,24.3818181818,5.95,NaN,NaN,1.175249884885371,1.1721644995880933
3,0.7145779999999999,329,0,196,481,17,40,226,75,1488,134,9,19,48,1,0,0,0.505,24.3,7.2,NaN,NaN,0.9129480471123131,0.8616026809336234
4,1.591,259,0,117,338,11,0,233,74,1482,154,10,29,34,0,0,0,1.6369999999999998,23.008333333299998,6.23111111111,NaN,NaN,1.1227717375983162,1.126323801648233
4,1.7245599999999999,237,0,51,286,6,4,238,61,1506,194,1,7,60,1,0,0,13.385,21.4,6.07,NaN,NaN,1.2016978286035012,1.1451503139579753
4,1.32748,227,0,63,301,7,9,238,60,1436,160,23,8,47,2,0,0,51.93600000000001,23.8785714286,6.625,NaN,NaN,0.9770480430132392,1.1526565300341098
4,1.47109,251,0,70,277,9,4,239,60,1462,179,0,4,56,0,0,0,0.418,22.95,5.695,NaN,NaN,1.0313523879380242,1.1512960945940274
5,2.45566,265,0,17,265,5,13,238,61,1456,185,10,9,48,1,0,0,0.578,22.15,7.04,NaN,NaN,1.3782565370855044,1.2265709414843806
5,2.48692,245,0,78,269,7,4,233,65,1402,180,3,7,63,2,0,0,1.205,24.761538461500002,6.78571428571,NaN,NaN,1.4049104338596834,1.2238611995581257
4,0.745096,253,0,278,323,21,12,231,63,1539,214,1,2,92,0,0,0,0.575,22.15,7.015,NaN,NaN,0.9691037073614702,0.8625013313194103
4,1.07879,757,0,132,766,32,57,180,82,1542,83,33,9,3,0,0,0,35.11,18.99375,7.0625,NaN,NaN,1.1727559765448805,0.6027399683373574
5,1.68596,698,0,297,550,84,9,191,85,1548,97,0,46,41,0,0,0,64.898,18.5547945205,7.32777777778,NaN,NaN,1.3272686993312068,0.6723563922657327
1,0.146145,859,0,125,930,43,30,175,77,1708,157,0,36,45,0,0,0,728.805,18.8333333333,6.8,NaN,NaN,0.5615823541351858,0.3811542885495839
5,2.35364,726,0,171,464,47,14,195,82,1568,127,0,0,2,0,0,0,2.716,18.7272727273,7.318181818180001,NaN,NaN,1.4212724552879967,0.8180741074147132
2,0.352134,791,0,150,642,44,98,198,82,1607,120,8,79,23,0,0,0,655.0419999999999,18.2,7.5,NaN,NaN,0.8745217459201999,0.5525824218726539
4,1.42903,719,0,163,461,73,15,199,80,1564,133,0,12,74,0,0,0,8.543,21.8333333333,7.45,NaN,NaN,1.2539811202476274,0.7159242513656937
5,2.6743900000000003,743,0,63,392,50,15,205,82,1534,135,53,38,29,0,0,0,76.547,20.797297297300002,7.4424657534200005,NaN,NaN,1.4952192356601335,0.8121960453129093
1,0.129101,600,0,432,719,68,116,187,71,1480,126,0,36,41,0,0,0,388.91900000000004,17.8,7.825,NaN,NaN,0.3541205496300679,0.25793965960708654
5,1.6875900000000001,733,0,131,353,32,15,208,80,1512,131,0,38,54,0,0,0,9.324,22.2222222222,7.545454545449999,NaN,NaN,1.2369090036062875,0.8000017303258345
2,0.41553999999999996,692,0,157,589,30,15,201,77,1556,108,4,48,14,0,0,0,753.1569999999999,21.0,7.6,NaN,NaN,0.8393206045931082,0.6015939593615343
1,0.14448,668,0,170,379,45,50,208,79,1440,119,0,51,30,2,0,0,10.235,20.7162162162,7.23222222222,NaN,NaN,0.40655395661378907,0.2742321499800558
1,0.11923099999999999,614,0,304,341,30,0,206,78,1379,123,0,82,6,1,0,0,4.21,20.3333333333,7.45888888889,NaN,NaN,0.1835313343845157,0.12129027315846254
1,0.152749,560,0,239,355,26,58,211,77,1356,102,6,58,19,0,0,0,140.162,21.7662337662,7.21459459459,NaN,NaN,0.5711008568912437,0.38633293260289997
3,0.895083,443,0,296,354,40,35,213,76,1328,104,7,33,57,0,0,0,4.215,21.5375,7.13935064935,NaN,NaN,0.9903305660790241,0.6980592748608397
6,3.41474,372,0,112,276,19,7,219,77,1301,104,14,41,42,0,0,0,5.94,23.301075268800002,7.485795454550001,NaN,NaN,1.6440099761329197,0.8202788410922637
2,0.47274399999999994,362,0,218,314,30,30,217,77,1300,106,7,44,40,0,0,0,281.834,22.375,7.07826086957,NaN,NaN,0.9051270664882439,0.5826550592639175
3,0.55866,319,0,242,313,28,16,218,75,1289,108,0,13,82,0,0,0,18.488,22.72,7.124,NaN,NaN,0.9507774404269024,0.6208482841107738
6,3.4908099999999997,285,0,43,259,6,4,221,77,1278,112,3,10,64,4,0,0,3.15,22.0,7.47272727273,NaN,NaN,1.6512605244863279,0.83081646840723
2,0.24336,500,0,197,379,36,50,210,77,1466,101,0,11,80,0,0,0,6.42,18.0,NaN,NaN,NaN,0.6810312821088441,0.5525959056097118
6,3.54978,259,0,24,248,7,8,222,75,1302,118,10,5,50,3,0,0,3.173,23.2471544715,7.34415254237,NaN,NaN,1.652306148101851,0.8394118863457353
1,0.12946400000000002,344,0,261,394,13,77,225,77,1549,139,0,9,36,0,0,0,1.178,19.5,7.07,NaN,NaN,0.4437024335950425,0.38103259834150555
5,1.39629,329,0,128,351,21,17,227,76,1552,145,31,5,28,0,0,0,0.7659999999999999,16.1,6.71,NaN,NaN,1.0636757751953232,1.006370462455185
5,1.6843700000000001,291,0,194,291,14,10,230,74,1555,176,2,2,49,1,0,0,0.8540000000000001,24.0857142857,6.125,NaN,NaN,1.1308868029303725,1.0844575633483693
1,0.142335,278,0,260,328,19,82,224,73,1510,164,0,11,71,0,0,0,166.713,19.8333333333,6.626666666669999,NaN,NaN,0.5078183343099071,0.4802444881030342
4,0.67965,323,0,262,332,22,24,220,79,1540,132,27,2,74,0,0,0,1.025,23.8,7.1,NaN,NaN,0.8574570499773312,0.821669383699731
3,0.90751,321,0,57,331,13,27,220,86,1596,115,0,1,78,0,0,0,1.278,21.0,6.8,NaN,NaN,0.9255604551481696,0.8073791976317493
5,1.79283,376,0,201,277,23,7,221,84,1582,129,0,3,78,0,0,0,0.815,24.4545454545,5.575,NaN,NaN,1.1071058212914084,0.9643354056039898
5,1.8335099999999998,775,0,323,465,93,10,194,83,1676,137,0,10,56,0,0,0,3.636,22.8,7.52,NaN,NaN,1.1924989495652525,0.9449622663650166
5,1.9661099999999998,800,0,198,428,116,19,197,84,1670,143,8,13,80,0,0,0,4.335,21.3103448276,7.5231034482800005,NaN,NaN,1.1971137124502111,0.9660944127442884
4,1.02316,845,0,271,587,126,42,193,79,1598,128,0,33,66,0,0,0,5.345,19.75,7.5,NaN,NaN,1.0135384455473846,0.7657407166800926
4,0.8417889999999999,813,0,242,407,93,13,200,83,1633,160,0,18,63,0,0,0,7.109,21.475609756100003,7.518048780489999,NaN,NaN,0.9133251393137354,0.7358907299762497
1,0.186434,819,0,247,560,49,209,196,81,1645,180,0,33,34,0,0,0,285.85,21.2,7.166666666669999,NaN,NaN,0.6590468551567409,0.5307131876211483
1,0.21931900000000001,829,0,245,467,60,118,200,83,1639,158,0,40,32,0,0,0,3.365,20.6025641026,7.35,NaN,NaN,0.876096536775285,0.7086815376501228
4,1.0706200000000001,863,0,223,399,65,30,202,85,1654,132,0,44,44,0,0,0,8.408,20.8076923077,7.10384615385,NaN,NaN,1.0081133966496443,0.7715362955185414
6,2.83182,850,0,380,362,63,17,206,84,1617,128,0,47,26,0,0,0,5.166,21.8230769231,7.4446153846200005,NaN,NaN,1.2794041508864764,1.0750600292706394
6,2.87279,835,0,253,349,46,5,208,83,1586,125,0,16,5,0,0,0,4.572,21.6351351351,7.39097222222,NaN,NaN,1.2866837878540731,1.0876974026121822
